masterid,year,PDIV_ID,crop,volume_m3,area_m2,depth_m,system
null_geo9,2011,35196,2,161585.88,485623.2,0.332740000000001,4
sheridan,2011,3530,24,133215.84,493716.92,0.269822950819672,4
sheridan,2011,35717,,,,,
sheridan,2011,35833,2,178854.6,517998.08,0.34528125,6
sheridan,2011,35872,4,113689.8516,497763.78,0.228401756097561,4
sheridan,2011,3595,24,219559.44,493716.92,0.444708196721311,4
sheridan,2011,35961,4,99911.88,323748.8,0.30861,6
null_geo9,2011,36129,2,160352.4,428967.16,0.373811320754716,4
sheridan,2011,36589,2,213392.04,473482.62,0.45068717948718,3
null_geo9,2011,3675,2,219559.44,485623.2,0.452119999999999,4
sheridan,2011,36799,2,344140.92,1011715,0.3401568,4
null_geo9,2011,36802,2,347841.36,942918.38,0.368899570815451,4
sheridan,2011,36832,,,,,
sheridan,2011,3724,2,155418.48,497763.78,0.312234146341464,4
sheridan,2011,37325,2,138149.76,481576.34,0.286870588235294,4
sheridan,2011,37367,24,267665.16,704153.64,0.380124137931035,4
null_geo9,2011,37426,2,198590.28,485623.2,0.408940000000001,4
null_geo9,2011,37740,2,469955.88,1133120.8,0.414745714285716,4
sheridan,2011,37865,2,146784.12,489670.06,0.299761983471074,4
sheridan,2011,37880,24,176387.64,501810.64,0.351503225806451,4
sheridan,2011,37899,4,180088.08,485623.2,0.370840000000001,4
null_geo9,2011,37955,24,127048.44,485623.2,0.26162,4
sheridan,2011,37968,2,110803.5084,971246.4,0.1140841,4
sheridan,2011,38070,25,219559.44,987433.84,0.222354098360656,4
null_geo9,2011,38071,24,363432.5472,829606.3,0.438079375609757,4
null_geo9,2011,38474,2,129515.4,505857.5,0.256032,4
null_geo9,2011,38632,2,194889.84,485623.2,0.401320000000001,4
null_geo9,2011,3870,2,119647.56,364217.4,0.328506666666667,4
sheridan,2011,39093,2,245388.5112,809372,0.30318456,4
sheridan,2011,39366,2,108546.24,485623.2,0.22352,4
sheridan,2011,39475,,,,,
null_geo9,2011,39526,2,451453.68,979340.12,0.460978512396695,4
sheridan,2011,39547,2,254096.88,586794.7,0.433026206896551,4
null_geo9,2011,39892,24,131982.36,485623.2,0.27178,4
null_geo9,2011,3998,2,255330.36,505857.5,0.5047488,4
sheridan,2011,4011,4,182555.04,380404.84,0.479897872340425,4
sheridan,2011,40161,24,197356.8,485623.2,0.406399999999999,3
sheridan,2011,4022,2,196123.32,938871.52,0.208893103448276,4
null_geo9,2011,40358,48,540264.24,1448775.88,0.372911731843576,4
null_geo9,2011,40372,24,149251.08,493716.92,0.302301639344262,4
sheridan,2011,40395,2,114713.64,477529.48,0.240223728813559,4
sheridan,2011,40527,2,108546.24,404686,0.268224,4
null_geo9,2011,40566,17,135682.8,574654.12,0.236112676056338,4
null_geo9,2011,40837,2,218325.96,485623.2,0.44958,4
sheridan,2011,41079,24,247929.48,485623.2,0.51054,4
sheridan,2011,41462,2,267147.0984,445154.6,0.600123490909091,4
sheridan,2011,41747,,,,,
sheridan,2011,4201,2,133413.1968,485623.2,0.2747264,4
null_geo9,2011,42183,2,175154.16,505857.5,0.3462528,4
sheridan,2011,42224,18,155418.48,485623.2,0.32004,4
null_geo9,2011,4238,2,72775.32,445154.6,0.163483636363636,4
null_geo9,2011,42499,2,228193.8,586794.7,0.38888275862069,4
null_geo9,2011,42518,-99,0,0,0,1
sheridan,2011,42532,16,198590.28,485623.2,0.408940000000001,4
null_geo9,2011,42672,2,297268.68,505857.5,0.5876544,4
null_geo9,2011,4268,16,286167.36,979340.12,0.292204958677686,4
null_geo9,2011,42690,2,360176.16,995527.56,0.36179512195122,4
sheridan,2011,42956,24,213392.04,963152.68,0.221556302521008,4
null_geo9,2011,43124,,,,,
sheridan,2011,43222,4,135497.778,497763.78,0.272213658536585,4
null_geo9,2011,43474,,,,,
sheridan,2011,43477,2,124581.48,489670.06,0.254419834710744,4
sheridan,2011,44021,,,,,
sheridan,2011,44094,2,226960.32,526091.8,0.431409230769232,4
null_geo9,2011,44330,16,448986.72,979340.12,0.458459504132232,4
sheridan,2011,44564,16,109779.72,566560.4,0.193765714285714,4
null_geo9,2011,44607,24,357709.2,870074.9,0.41112558139535,4
null_geo9,2011,44830,2,185022,594888.42,0.311020408163266,4
sheridan,2011,44911,2,94977.96,218530.44,0.434622222222224,4
sheridan,2011,45048,,,,,
sheridan,2011,45105,16,294801.72,991480.7,0.297335510204082,4
sheridan,2011,45187,2,150484.56,509904.36,0.295123809523809,3
sheridan,2011,45406,,,,,
null_geo9,2011,45412,,,,,
sheridan,2011,45420,2,92511,412779.72,0.224117647058824,4
null_geo9,2011,45618,,,,,
sheridan,2011,45882,24,178854.6,550372.96,0.324970588235296,4
sheridan,2011,45981,,,,,
null_geo9,2011,46137,2,159118.92,404686,0.393192,4
null_geo9,2011,46242,2,232350.6276,501810.64,0.463025612903227,4
sheridan,2011,46433,24,317004.36,501810.64,0.631722580645161,4
null_geo9,2011,46597,2,208458.12,485623.2,0.429259999999999,4
null_geo9,2011,46699,2,160352.4,493716.92,0.324786885245901,4
sheridan,2011,46872,2,135682.8,473482.62,0.286564102564103,4
null_geo9,2011,47188,2,115947.12,364217.4,0.318346666666665,4
null_geo9,2011,47322,30,244229.04,890309.2,0.27432,4
sheridan,2011,47561,2,170220.24,485623.2,0.35052,4
null_geo9,2011,4766,2,189955.92,485623.2,0.391159999999999,4
sheridan,2011,48068,24,160352.4,526091.8,0.3048,4
null_geo9,2011,48393,2,407048.4,971246.4,0.4191,4
null_geo9,2011,48424,2,225726.84,505857.5,0.4462272,4
sheridan,2011,48657,2,148979.7144,485623.2,0.3067812,4
null_geo9,2011,48725,25,148017.6,485623.2,0.3048,4
null_geo9,2011,48899,5,92511,768903.4,0.120315789473684,6
null_geo9,2011,48937,2,468722.4,971246.4,0.482599999999999,4
null_geo9,2011,49004,44,125814.96,505857.5,0.2487168,4
null_geo9,2011,4914,2,242995.56,485623.2,0.500380000000001,4
sheridan,2011,49340,2,357709.2,485623.2,0.736600000000001,4
sheridan,2011,49418,25,207224.64,647497.6,0.32004,4
sheridan,2011,49677,24,224221.9944,505857.5,0.443252352,1
null_geo9,2011,49700,,,,,
null_geo9,2011,49732,24,201118.914,465388.9,0.432153391304347,4
sheridan,2011,49765,-99,0,0,0,-99
sheridan,2011,50055,2,139383.24,445154.6,0.313112727272728,8
null_geo9,2011,50062,24,304669.56,809372,0.376428,4
sheridan,2011,50282,2,131094.2544,485623.2,0.2699512,4
null_geo9,2011,50414,2,220089.8364,485623.2,0.453212200000001,4
sheridan,2011,50429,2,180088.08,485623.2,0.370840000000001,4
sheridan,2011,50432,,,,,
null_geo9,2011,50517,2,215859,457295.18,0.472035398230088,3
sheridan,2011,51134,24,272599.08,728434.8,0.374226666666667,3
sheridan,2011,51209,4,148017.6,485623.2,0.3048,4
sheridan,2011,51383,,,,,
sheridan,2011,51584,2,213392.04,801278.28,0.266315151515152,6
sheridan,2011,51707,2,138149.76,485623.2,0.28448,4
sheridan,2011,5215,2,135682.8,489670.06,0.277090909090909,4
null_geo9,2011,52168,2,383612.28,890309.2,0.430876363636363,4
sheridan,2011,52210,24,205991.16,501810.64,0.410496774193549,4
sheridan,2011,52338,2,263964.72,586794.7,0.449842758620691,4
null_geo9,2011,52629,2,135349.7604,485623.2,0.2787142,4
null_geo9,2011,52744,-99,0,0,0,-99
sheridan,2011,52832,24,175154.16,995527.56,0.175941463414634,4
null_geo9,2011,52980,24,202290.72,728434.8,0.277706666666667,4
null_geo9,2011,53257,2,159118.92,485623.2,0.32766,4
sheridan,2011,53297,2,186650.1936,485623.2,0.3843528,3
sheridan,2011,5333,2,212158.56,465388.9,0.455874782608695,4
null_geo9,2011,53340,17,302202.6,809372,0.37338,4
null_geo9,2011,5348,2,220792.92,894356.06,0.246874208144796,4
sheridan,2011,53552,4,140616.72,465388.9,0.302149565217391,4
null_geo9,2011,53865,24,209691.6,477529.48,0.439118644067795,4
sheridan,2011,5391,2,241762.08,485623.2,0.497839999999999,4
sheridan,2011,54068,24,192422.88,485623.2,0.39624,4
null_geo9,2011,54176,2,219559.44,489670.06,0.44838347107438,4
sheridan,2011,54599,16,178854.6,485623.2,0.368299999999999,4
null_geo9,2011,54728,5,155418.48,485623.2,0.32004,4
sheridan,2011,54974,2,164052.84,497763.78,0.329580487804878,4
sheridan,2011,5989,21,207224.64,477529.48,0.433952542372881,3
null_geo9,2011,60169,2,171453.72,485623.2,0.353059999999999,4
sheridan,2011,6097,20,284933.88,942918.38,0.302183690987125,4
sheridan,2011,6130,,,,,
null_geo9,2011,6134,2,379911.84,979340.12,0.387927272727272,4
sheridan,2011,61523,2,129256.3692,445154.6,0.290363563636364,4
sheridan,2011,6348,23,75242.28,748669.1,0.100501621621622,1
null_geo9,2011,6349,2,240528.6,493716.92,0.487180327868854,4
null_geo9,2011,6469,2,207224.64,485623.2,0.42672,4
null_geo9,2011,6478,,,,,
sheridan,2011,65616,2,153370.9032,558466.68,0.274629217391304,4
sheridan,2011,6715,2,132586.7652,445154.6,0.297845018181818,4
null_geo9,2011,67679,15,6562.1136,28328.02,0.231648,3
null_geo9,2011,6771,2,173920.68,485623.2,0.35814,4
null_geo9,2011,6829,17,162819.36,505857.5,0.3218688,4
sheridan,2011,69668,2,104845.8,489670.06,0.214115702479339,4
null_geo9,2011,69757,2,222026.4,505857.5,0.438912,4
sheridan,2011,6990,4,228193.8,485623.2,0.469900000000001,4
sheridan,2011,69953,2,333027.2652,809372,0.41146476,4
null_geo9,2011,70217,,,,,
null_geo9,2011,70419,2,210925.08,485623.2,0.43434,4
sheridan,2011,71065,24,120881.04,489670.06,0.246862809917355,4
sheridan,2011,71093,,,,,
sheridan,2011,7111,24,271365.6,971246.4,0.2794,4
null_geo9,2011,7122,24,320704.8,987433.84,0.324786885245901,4
sheridan,2011,71336,,,,,
sheridan,2011,71606,2,180088.08,485623.2,0.370840000000001,3
null_geo9,2011,7165,24,76401.7512,485623.2,0.1573276,4
null_geo9,2011,726,2,125814.96,493716.92,0.254832786885246,4
null_geo9,2011,73066,,,,,
null_geo9,2011,73085,16,347841.36,971246.4,0.35814,4
sheridan,2011,74305,2,196123.32,509904.36,0.384628571428571,4
sheridan,2011,7478,2,180433.4544,485623.2,0.3715512,4
sheridan,2011,7488,4,122114.52,485623.2,0.25146,4
sheridan,2011,76179,,,,,
null_geo9,2011,76180,2,668546.16,2165070.1,0.308788037383177,6
sheridan,2011,7640,4,202290.72,489670.06,0.413117355371902,4
sheridan,2011,76583,2,114910.9968,323748.8,0.3549396,4
sheridan,2011,7911,2,67064.3076,161874.4,0.4142994,4
sheridan,2011,793,,,,,
null_geo9,2011,7974,,,,,
null_geo9,2011,79866,,,,,
sheridan,2011,80684,,,,,
sheridan,2011,8142,2,131982.36,647497.6,0.203835,4
sheridan,2011,8154,,,,,
sheridan,2011,81865,,,,,
sheridan,2011,84315,,,,,
null_geo9,2011,8499,24,263964.72,971246.4,0.27178,4
sheridan,2011,86209,,,,,
sheridan,2011,8776,,,,,
sheridan,2011,8936,2,151718.04,497763.78,0.3048,4
null_geo9,2011,9053,17,365110.08,870074.9,0.419631627906976,4
sheridan,2011,9104,2,204757.68,485623.2,0.421639999999999,4
null_geo9,2011,9181,2,159118.92,485623.2,0.32766,4
sheridan,2011,9280,24,155418.48,574654.12,0.270456338028169,4
sheridan,2011,9282,24,96211.44,501810.64,0.191729032258064,4
sheridan,2011,9350,2,235594.68,497763.78,0.473307317073169,4
null_geo9,2011,9453,2,219559.44,485623.2,0.452119999999999,4
sheridan,2011,9689,16,215859,485623.2,0.444499999999999,3
null_geo9,2011,9707,24,123348,493716.92,0.24983606557377,4
sheridan,2011,9766,2,37004.4,364217.4,0.1016,4
null_geo9,2011,9803,2,157885.44,485623.2,0.325120000000001,4
null_geo9,2011,9875,2,217092.48,505857.5,0.4291584,4
sheridan,2011,9876,2,153333.8988,890309.2,0.172225854545455,4
sheridan,2012,10125,2,283700.4,631310.16,0.449384615384614,7
null_geo9,2012,10401,2,125814.96,485623.2,0.25908,3
sheridan,2012,10503,24,284933.88,501810.64,0.567812903225806,4
sheridan,2012,1077,24,299735.64,505857.5,0.5925312,4
sheridan,2012,10944,2,216907.458,485623.2,0.446659000000001,4
sheridan,2012,11070,,,,,
sheridan,2012,1108,2,315770.88,890309.2,0.354676363636363,4
sheridan,2012,11091,,,,,
sheridan,2012,11296,2,265198.2,526091.8,0.504092307692307,4
null_geo9,2012,11461,-99,0,0,0,-99
sheridan,2012,11655,2,287400.84,485623.2,0.591820000000001,4
null_geo9,2012,11884,4,250606.1316,505857.5,0.495409728,4
sheridan,2012,12141,-99,0,0,0,-99
null_geo9,2012,12195,30,298502.16,1052183.6,0.283698461538462,3
null_geo9,2012,12260,25,300969.12,501810.64,0.599767741935484,4
null_geo9,2012,12396,2,224493.36,485623.2,0.462280000000001,4
null_geo9,2012,12495,2,224493.36,477529.48,0.470115254237288,4
sheridan,2012,12627,2,320704.8,485623.2,0.660400000000001,4
null_geo9,2012,12760,26,231894.24,404686,0.573024,4
sheridan,2012,12879,-99,0,0,0,-99
null_geo9,2012,12942,2,122114.52,242811.6,0.50292,4
sheridan,2012,12958,24,233127.72,526091.8,0.443132307692307,4
sheridan,2012,13049,16,235594.68,485623.2,0.485140000000001,4
sheridan,2012,13111,24,372510.96,485623.2,0.767080000000001,4
null_geo9,2012,13362,,,,,
sheridan,2012,13518,,,,,
sheridan,2012,13564,2,144317.16,485623.2,0.29718,4
null_geo9,2012,13595,2,215859,485623.2,0.444499999999999,4
sheridan,2012,1370,2,259030.8,607029,0.42672,5
sheridan,2012,13742,4,141739.1868,501810.64,0.282456193548387,4
null_geo9,2012,13827,,,,,
null_geo9,2012,13828,2,173920.68,485623.2,0.35814,4
sheridan,2012,14543,24,329339.16,485623.2,0.67818,4
null_geo9,2012,14585,2,189955.92,364217.4,0.521546666666666,4
sheridan,2012,14592,,,,,
null_geo9,2012,14708,2,236828.16,485623.2,0.48768,4
null_geo9,2012,14756,24,273832.56,485623.2,0.56388,4
sheridan,2012,15070,2,275066.04,971246.4,0.28321,4
null_geo9,2012,15426,,,,,
null_geo9,2012,15444,2,197356.8,485623.2,0.406399999999999,4
sheridan,2012,15471,16,123348,485623.2,0.254,4
sheridan,2012,15540,2,266431.68,501810.64,0.530941935483872,4
null_geo9,2012,15646,2,284933.88,485623.2,0.58674,4
sheridan,2012,160,2,257649.3024,497763.78,0.517614829268292,4
null_geo9,2012,16141,2,499559.4,946965.24,0.527538461538461,4
sheridan,2012,16156,2,195420.2364,485623.2,0.4024122,4
null_geo9,2012,16274,25,201057.24,465388.9,0.432020869565219,4
null_geo9,2012,16355,25,342759.4224,971246.4,0.352907599999999,4
sheridan,2012,16394,2,204757.68,489670.06,0.418155371900826,4
sheridan,2012,16412,4,145550.64,485623.2,0.29972,4
null_geo9,2012,16445,5,28863.432,404686,0.0713232,4
sheridan,2012,16466,24,197356.8,485623.2,0.406399999999999,4
null_geo9,2012,166,,,,,
sheridan,2012,16620,2,218325.96,445154.6,0.490450909090909,7
null_geo9,2012,16672,2,366343.56,667731.9,0.54864,4
null_geo9,2012,16675,2,203524.2,485623.2,0.4191,4
sheridan,2012,1670,,,,,
null_geo9,2012,17306,2,265950.6228,493716.92,0.538671540983606,4
sheridan,2012,17313,,,,,
null_geo9,2012,17457,4,424317.12,1011715,0.4194048,4
null_geo9,2012,17481,18,440352.36,829606.3,0.530798048780489,4
sheridan,2012,17534,2,218325.96,704153.64,0.310055172413792,6
sheridan,2012,17693,4,157885.44,485623.2,0.325120000000001,4
sheridan,2012,1779,2,229427.28,497763.78,0.460917073170732,4
null_geo9,2012,17836,2,312070.44,505857.5,0.6169152,4
sheridan,2012,17914,24,357709.2,752715.96,0.475225806451614,4
sheridan,2012,18097,2,230586.7512,445154.6,0.517993745454547,4
sheridan,2012,18222,24,362717.1288,809372,0.44814744,4
null_geo9,2012,1823,2,287400.84,485623.2,0.591820000000001,4
sheridan,2012,18337,2,222396.444,505857.5,0.43964352,4
sheridan,2012,18383,2,127048.44,485623.2,0.26162,4
null_geo9,2012,18488,2,503839.5756,987433.84,0.51025268852459,4
sheridan,2012,18519,-99,0,0,0,-99
null_geo9,2012,18564,,,,,
null_geo9,2012,18823,4,167753.28,485623.2,0.345439999999999,4
null_geo9,2012,18842,2,365110.08,667731.9,0.546792727272726,4
sheridan,2012,18890,2,173624.6448,469435.76,0.369859034482759,4
sheridan,2012,18953,2,238061.64,586794.7,0.405699310344827,4
null_geo9,2012,18983,-99,0,0,0,-99
null_geo9,2012,19002,24,107312.76,465388.9,0.230587826086957,4
sheridan,2012,19124,2,252863.4,485623.2,0.520699999999999,4
sheridan,2012,19153,4,233127.72,627263.3,0.37165935483871,7
null_geo9,2012,19318,24,287400.84,485623.2,0.591820000000001,4
null_geo9,2012,1955,2,442819.32,971246.4,0.455929999999999,4
sheridan,2012,19936,-99,0,0,0,-99
null_geo9,2012,20106,2,182555.04,489670.06,0.372813223140496,4
null_geo9,2012,20463,2,208458.12,485623.2,0.429259999999999,4
sheridan,2012,20490,2,209864.2872,404686,0.51858672,6
sheridan,2012,20584,16,231894.24,465388.9,0.498281739130434,4
null_geo9,2012,20730,2,233127.72,505857.5,0.4608576,4
sheridan,2012,20739,2,308271.3216,566560.4,0.544111542857144,4
sheridan,2012,20779,24,292334.76,971246.4,0.30099,4
sheridan,2012,20989,,,,,
null_geo9,2012,21095,2,302202.6,485623.2,0.622300000000001,4
null_geo9,2012,21122,2,244229.04,493716.92,0.494675409836065,4
sheridan,2012,21255,2,214625.52,485623.2,0.44196,4
null_geo9,2012,21395,,,,,
sheridan,2012,21512,2,109779.72,485623.2,0.22606,4
null_geo9,2012,2162,2,239295.12,505857.5,0.4730496,4
sheridan,2012,2252,2,281233.44,477529.48,0.58893559322034,3
sheridan,2012,22590,2,279999.96,971246.4,0.28829,4
sheridan,2012,22649,2,245462.52,517998.08,0.47386875,4
null_geo9,2012,22651,,,,,
null_geo9,2012,22716,2,263964.72,526091.8,0.501747692307694,3
null_geo9,2012,22872,2,256563.84,485623.2,0.528319999999999,4
sheridan,2012,23036,24,218325.96,489670.06,0.445864462809917,4
null_geo9,2012,23064,26,255330.36,505857.5,0.5047488,4
null_geo9,2012,23105,2,201057.24,485623.2,0.414019999999999,4
null_geo9,2012,23108,2,305903.04,485623.2,0.629920000000001,4
sheridan,2012,23308,2,153740.9472,485623.2,0.316585600000001,4
null_geo9,2012,23584,26,329339.16,930777.8,0.35383304347826,4
sheridan,2012,2360,4,294801.72,485623.2,0.607060000000001,4
sheridan,2012,2377,-99,0,0,0,-99
sheridan,2012,23770,24,366343.56,704153.64,0.520262068965518,4
null_geo9,2012,23791,2,265198.2,485623.2,0.546100000000001,4
null_geo9,2012,24275,2,300969.12,485623.2,0.619759999999999,4
null_geo9,2012,2440,2,286315.3776,497763.78,0.575204682926831,4
sheridan,2012,24413,,,,,
sheridan,2012,24456,2,219559.44,485623.2,0.452119999999999,4
null_geo9,2012,24675,2,173390.2836,485623.2,0.357047800000001,3
sheridan,2012,25246,2,146784.12,485623.2,0.30226,4
null_geo9,2012,25266,2,263964.72,485623.2,0.543559999999999,4
null_geo9,2012,25386,2,288634.32,485623.2,0.59436,4
sheridan,2012,25422,24,262731.24,489670.06,0.53654876033058,4
sheridan,2012,25476,24,219559.44,501810.64,0.437535483870967,4
sheridan,2012,25652,16,201057.24,485623.2,0.414019999999999,4
null_geo9,2012,25722,24,164052.84,392545.42,0.417921649484537,4
sheridan,2012,25805,2,296035.2,497763.78,0.594731707317073,4
sheridan,2012,25860,2,189955.92,517998.08,0.3667125,6
sheridan,2012,26036,24,297268.68,995527.56,0.29860487804878,4
null_geo9,2012,262,2,287400.84,465388.9,0.617551304347826,4
null_geo9,2012,2623,,,,,
null_geo9,2012,26269,2,154185,477529.48,0.322881355932205,3
sheridan,2012,26420,24,377444.88,485623.2,0.77724,4
sheridan,2012,26450,18,217092.48,849840.6,0.255451428571429,4
null_geo9,2012,26461,2,189955.92,428967.16,0.442822641509435,4
sheridan,2012,26685,2,220213.1844,485623.2,0.4534662,4
sheridan,2012,26692,2,293568.24,728434.8,0.403013333333333,4
sheridan,2012,26789,4,191189.4,485623.2,0.393700000000001,4
sheridan,2012,26793,24,255330.36,465388.9,0.54864,4
null_geo9,2012,26853,,,,,
null_geo9,2012,2690,2,498325.92,983386.98,0.506745679012346,4
null_geo9,2012,27047,2,254096.88,485623.2,0.523240000000001,4
null_geo9,2012,27160,,,,,
sheridan,2012,27216,,,,,
null_geo9,2012,27579,24,350308.32,465388.9,0.752723478260868,4
null_geo9,2012,27778,26,291101.28,971246.4,0.29972,4
sheridan,2012,2782,,,,,
sheridan,2012,27831,2,197356.8,485623.2,0.406399999999999,4
null_geo9,2012,27939,2,251629.92,505857.5,0.4974336,4
sheridan,2012,27964,,,,,
sheridan,2012,2828,2,257797.32,497763.78,0.517912195121952,4
sheridan,2012,28341,4,287400.84,505857.5,0.5681472,4
sheridan,2012,28796,16,199823.76,485623.2,0.41148,4
sheridan,2012,29122,2,224493.36,489670.06,0.458459504132232,4
null_geo9,2012,29189,-99,366343.56,870074.9,0.421049302325582,-99
sheridan,2012,29277,16,120881.04,485623.2,0.24892,4
null_geo9,2012,29316,-99,0,0,0,-99
null_geo9,2012,29505,2,287400.84,627263.3,0.458183225806451,4
null_geo9,2012,29526,2,251629.92,408732.86,0.615635643564357,4
sheridan,2012,29626,2,167753.28,283280.2,0.592182857142856,4
null_geo9,2012,29817,2,276299.52,485623.2,0.568960000000001,4
sheridan,2012,29875,16,159118.92,485623.2,0.32766,4
null_geo9,2012,29884,2,524229,987433.84,0.530901639344261,4
null_geo9,2012,2999,2,271365.6,485623.2,0.558799999999999,4
sheridan,2012,30042,2,261497.76,497763.78,0.525346341463415,4
sheridan,2012,30217,2,230660.76,485623.2,0.474979999999999,4
null_geo9,2012,30312,-99,0,0,0,-99
null_geo9,2012,30466,2,268898.64,485623.2,0.553720000000001,4
null_geo9,2012,30470,30,304669.56,971246.4,0.313690000000001,4
sheridan,2012,30601,2,292334.76,505857.5,0.5779008,4
null_geo9,2012,30688,25,230660.76,485623.2,0.474979999999999,4
null_geo9,2012,30797,4,219559.44,485623.2,0.452119999999999,4
sheridan,2012,30863,24,296035.2,809372,0.36576,4
null_geo9,2012,31091,2,235594.68,509904.36,0.462038095238097,3
sheridan,2012,31459,,,,,
sheridan,2012,31460,24,215859,574654.12,0.3756338028169,4
sheridan,2012,31781,24,183788.52,501810.64,0.366251612903227,4
sheridan,2012,31930,2,98678.4,485623.2,0.2032,4
sheridan,2012,31978,2,150484.56,485623.2,0.309880000000001,4
null_geo9,2012,32030,2,245462.52,485623.2,0.505459999999999,4
sheridan,2012,32208,,,,,
sheridan,2012,32536,2,326872.2,546326.1,0.59831111111111,4
sheridan,2012,32874,16,372153.2508,708200.5,0.525492617142856,4
sheridan,2012,32929,2,201057.24,445154.6,0.451658181818181,4
sheridan,2012,33013,,,,,
null_geo9,2012,33129,2,226960.32,485623.2,0.467359999999999,4
sheridan,2012,33231,-99,0,0,0,-99
null_geo9,2012,33596,2,236285.4288,485623.2,0.486562399999999,4
sheridan,2012,33769,,,,,
null_geo9,2012,33851,2,288634.32,501810.64,0.575187096774194,4
null_geo9,2012,33967,25,177621.12,501810.64,0.353961290322582,4
null_geo9,2012,34042,2,130748.88,465388.9,0.280946086956522,4
sheridan,2012,34244,2,119647.56,263045.9,0.454855384615384,6
sheridan,2012,34393,16,233127.72,485623.2,0.48006,4
null_geo9,2012,34701,2,251629.92,485623.2,0.51816,4
sheridan,2012,34746,2,246696,465388.9,0.53008695652174,4
null_geo9,2012,34939,,,,,
sheridan,2012,3504,2,141850.2,890309.2,0.159327272727273,4
sheridan,2012,35060,4,210925.08,485623.2,0.43434,4
sheridan,2012,35096,2,269441.3712,489670.06,0.550252165289257,4
null_geo9,2012,35196,25,271365.6,485623.2,0.558799999999999,4
sheridan,2012,3530,24,165286.32,493716.92,0.334780327868854,4
sheridan,2012,35717,,,,,
sheridan,2012,35833,24,252863.4,517998.08,0.48815625,4
sheridan,2012,35872,2,240466.926,497763.78,0.483095609756099,4
sheridan,2012,3595,24,188722.44,493716.92,0.38224918032787,4
sheridan,2012,35961,2,181321.56,323748.8,0.56007,6
null_geo9,2012,36129,2,172687.2,428967.16,0.402566037735848,4
sheridan,2012,36589,21,273832.56,485623.2,0.56388,4
null_geo9,2012,3675,2,309603.48,485623.2,0.637540000000001,4
sheridan,2012,36799,30,356475.72,1011715,0.3523488,4
null_geo9,2012,36802,2,556299.48,946965.24,0.587456410256411,4
sheridan,2012,36832,,,,,
sheridan,2012,3724,10,213392.04,497763.78,0.42870243902439,4
sheridan,2012,37325,2,186255.48,481576.34,0.386763025210084,4
sheridan,2012,37367,24,320704.8,704153.64,0.455448275862069,4
null_geo9,2012,37426,2,273832.56,485623.2,0.56388,4
null_geo9,2012,37740,2,594537.36,1133120.8,0.524691428571428,4
sheridan,2012,37865,2,287400.84,489670.06,0.586928925619834,4
sheridan,2012,37880,24,183788.52,501810.64,0.366251612903227,4
sheridan,2012,37899,2,251629.92,485623.2,0.51816,4
null_geo9,2012,37955,2,198590.28,485623.2,0.408940000000001,4
sheridan,2012,37968,2,176535.6576,485623.2,0.363524800000001,4
sheridan,2012,38070,25,198590.28,987433.84,0.201118032786885,4
null_geo9,2012,38071,24,442683.6372,829606.3,0.533608156097562,4
null_geo9,2012,38474,17,229427.28,505857.5,0.4535424,4
null_geo9,2012,38632,4,219559.44,485623.2,0.452119999999999,4
null_geo9,2012,3870,2,215859,364217.4,0.592666666666665,4
sheridan,2012,39093,2,262706.5704,890309.2,0.295074109090909,4
sheridan,2012,39366,2,185022,485623.2,0.381,4
sheridan,2012,39475,,,,,
null_geo9,2012,39526,2,532863.36,983386.98,0.541866666666667,4
sheridan,2012,39547,2,268898.64,586794.7,0.458251034482759,4
null_geo9,2012,39892,25,244229.04,485623.2,0.50292,4
null_geo9,2012,3998,2,254096.88,505857.5,0.5023104,4
sheridan,2012,4011,2,255330.36,380404.84,0.671208510638299,4
sheridan,2012,40161,24,185022,485623.2,0.381,4
sheridan,2012,4022,16,326872.2,938871.52,0.348155172413792,4
null_geo9,2012,40358,48,687048.36,1448775.88,0.474227932960894,4
null_geo9,2012,40372,2,259030.8,493716.92,0.524655737704919,4
sheridan,2012,40395,10,146081.0364,477529.48,0.305910711864407,4
sheridan,2012,40527,2,199823.76,404686,0.493776,4
null_geo9,2012,40566,17,225726.84,574654.12,0.392805633802818,4
null_geo9,2012,40837,2,266431.68,485623.2,0.54864,4
sheridan,2012,41079,2,314537.4,485623.2,0.6477,4
sheridan,2012,41462,2,303251.058,890309.2,0.340614,4
sheridan,2012,41747,,,,,
sheridan,2012,4201,2,287524.188,485623.2,0.592074,4
null_geo9,2012,42183,2,208458.12,505857.5,0.4120896,4
sheridan,2012,42224,18,247929.48,485623.2,0.51054,4
null_geo9,2012,4238,2,103612.32,445154.6,0.232756363636364,4
null_geo9,2012,42499,2,393480.12,598935.28,0.656967567567569,4
null_geo9,2012,42518,-99,0,0,0,-99
sheridan,2012,42532,16,188722.44,485623.2,0.38862,4
null_geo9,2012,42672,2,284933.88,505857.5,0.5632704,4
null_geo9,2012,4268,16,357709.2,987433.84,0.362262295081966,4
null_geo9,2012,42690,2,395947.08,995527.56,0.397726829268293,4
sheridan,2012,42956,25,567400.8,963152.68,0.58910924369748,4
null_geo9,2012,43124,,,,,
sheridan,2012,43222,4,217228.1628,497763.78,0.436409170731708,4
null_geo9,2012,43474,,,,,
sheridan,2012,43477,4,194889.84,489670.06,0.398003305785123,4
sheridan,2012,44021,,,,,
